opsid,zplk_pk_seq,taxa_004,cruise_name,station,event_number,net_number,zoo_aliquot,zooplankton_count,conc_10m2,conc_100m3,vial_number,zoo_stage_000,zoo_stage_013,zoo_stage_020,zoo_stage_021,zoo_stage_022,zoo_stage_023,zoo_stage_024,zoo_stage_028,zoo_stage_029,zoo_stage_030,zoo_stage_050,zoo_stage_051,zoo_stage_054,zoo_stage_999,net_pk_seq,gear,gear_volume_filtered,sample_jar_count,sample_type,flowmeter_calibration_factor,flowmeter_revolutions,flag_region,flag_clogging,net_comment,event_pk_seq,operation,event_date,formated_event_date,latitude,longitude,region,region_nvl,plankton_stratum,groundfish_stratum,surface_temperature,surface_temperature_nvl,tow_profile,tow_protocol,tow_maximum_depth,bottom_depth_max_wire_out,bio_volume_zoo,bio_volume_zoo_1m2,bio_volume_zoo_100m3,bio_volume_large_conc_1m2,bio_volume_large_conc_100m3,total_zoo_count,total_large_zoo_count,total_large_zoo_length,large_zoo_mean_length,taxa_name
2011003HB,528358,104,HB1103,75,751,2,512,6,10558.76,1759.79,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Temora longicornis
2011003HB,528353,109,HB1103,75,751,2,512,5,8798.96,1466.49,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Centropages hamatus
2011003HB,528356,135,HB1103,75,751,2,512,16,28156.69,4692.78,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Paracalanus parvus
2011003HB,528363,138,HB1103,75,751,2,512,3,5279.38,879.9,3,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Oithona
2011003HB,528355,157,HB1103,75,751,2,512,3,5279.38,879.9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Clausocalanus arcuicornis
2011003HB,528364,218,HB1103,75,751,2,512,9,15838.14,2639.69,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Sagitta
2011003HB,528366,305,HB1103,75,751,2,512,301,529697.65,88282.94,4,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Spiratella
2011003HB,528362,457,HB1103,75,751,2,512,21,36955.65,6159.28,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Hyperiidea
2011003HB,528360,605,HB1103,75,751,2,512,5,8798.96,1466.49,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Evadne
2011003HB,528359,2350,HB1103,75,751,2,512,1,1759.79,293.3,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Cnidaria
2011003HB,528365,3403,HB1103,75,751,2,512,1,1759.79,293.3,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Salpidae
2011003HB,528361,3900,HB1103,75,751,2,512,8,14078.34,2346.39,5,,,,,,,,,,,,,,,72629,6B3Z,174.566,1,Z,0.3141,1902,1,N,90% of catch is Limacina sp (spiratella) pteropodaManual Load Prgm.,70097,BON/CTD,13:00.0,7/14/2011 9:13,40.6183,-70.5883,SNE,SNE,23,1100,20,20,OBL,OT,60,65,375,128.89,214.82,,,752,,,,Foraminifera
2011003HB,528367,101,HB1103,76,761,2,256,47,,24054.38,3,1,0,0,0,9,17,20,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Calanus finmarchicus
2011003HB,528373,102,HB1103,76,761,2,256,64,,32754.9,4,29,0,0,0,0,0,27,0,0,0,0,0,0,8,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Pseudocalanus minutus
2011003HB,528369,103,HB1103,76,761,2,256,93,,47596.96,2,68,0,0,0,0,2,23,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Centropages typicus
2011003HB,528374,104,HB1103,76,761,2,256,138,,70627.75,1,113,0,0,0,0,1,24,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Temora longicornis
2011003HB,528370,105,HB1103,76,761,2,256,1,,511.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Metridia lucens
2011003HB,528377,107,HB1103,76,761,2,256,12,,6141.54,5,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Acartia longiremis
2011003HB,528388,108,HB1103,76,761,2,256,1,,511.8,5,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Tortanus discaudatus
2011003HB,528368,109,HB1103,76,761,2,256,32,,16377.45,5,26,0,0,0,0,0,6,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Centropages hamatus
2011003HB,528372,135,HB1103,76,761,2,256,24,,12283.09,5,21,0,0,0,0,0,3,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Paracalanus parvus
2011003HB,528384,138,HB1103,76,761,2,256,13,,6653.34,5,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Oithona
2011003HB,528371,143,HB1103,76,761,2,256,1,,511.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Nannocalanus minor
2011003HB,528380,200,HB1103,76,761,2,256,3,,1535.39,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Chaetognatha
2011003HB,528385,218,HB1103,76,761,2,256,4,,2047.18,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Sagitta
2011003HB,528387,305,HB1103,76,761,2,256,2,,1023.59,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Spiratella
2011003HB,528376,400,HB1103,76,761,2,256,36,,18424.63,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Amphipoda
2011003HB,528382,500,HB1103,76,761,2,256,3,,1535.39,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Decapoda
2011003HB,528383,605,HB1103,76,761,2,256,35,,17912.83,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Evadne
2011003HB,528379,1000,HB1103,76,761,2,256,5,,2558.98,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Brachyura
2011003HB,528386,1800,HB1103,76,761,2,256,1,,511.8,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Siphonophora
2011003HB,528381,2350,HB1103,76,761,2,256,1,,511.8,6,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Cnidaria
2011003HB,528375,3500,HB1103,76,761,2,256,5,,2558.98,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Osteichthyes
2011003HB,528378,4027,HB1103,76,761,2,256,2,,1023.59,5,,,,,,,,,,,,,,,72631,6B3Z,50.02,1,Z,0.3141,545,1,N,Manual Load Prgm.,70099,BON/CTD,00:00.0,7/21/2011 9:00,41.305,-71.155,SNE,SNE,20,1050,20,20,OBL,OT,,33,27,,53.98,,,523,,,,Acartia
2011003HB,528389,101,HB1103,77,771,2,512,302,628334.67,130903.06,1,6,0,0,15,124,90,67,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Calanus finmarchicus
2011003HB,528394,102,HB1103,77,771,2,512,17,35369.83,7368.72,3,16,0,0,0,0,0,1,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Pseudocalanus minutus
2011003HB,528391,103,HB1103,77,771,2,512,83,172688.01,35976.67,2,48,0,0,0,0,3,32,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Centropages typicus
2011003HB,528395,104,HB1103,77,771,2,512,29,60336.77,12570.16,3,20,0,0,0,0,0,9,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Temora longicornis
2011003HB,528390,109,HB1103,77,771,2,512,11,22886.36,4767.99,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Centropages hamatus
2011003HB,528393,135,HB1103,77,771,2,512,4,8322.31,1733.82,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Paracalanus parvus
2011003HB,528402,138,HB1103,77,771,2,512,24,49933.88,10402.89,3,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Oithona
2011003HB,528392,157,HB1103,77,771,2,512,1,2080.58,433.45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Clausocalanus arcuicornis
2011003HB,528403,218,HB1103,77,771,2,512,20,41611.57,8669.08,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Sagitta
2011003HB,528404,300,HB1103,77,771,2,512,2,4161.16,866.91,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Thecosomata
2011003HB,528401,457,HB1103,77,771,2,512,7,14564.05,3034.18,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Hyperiidea
2011003HB,528399,605,HB1103,77,771,2,512,1,2080.58,433.45,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Evadne
2011003HB,528396,700,HB1103,77,771,2,512,1,2080.58,433.45,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Appendicularia
2011003HB,528397,1000,HB1103,77,771,2,512,1,2080.58,433.45,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Brachyura
2011003HB,528398,2350,HB1103,77,771,2,512,2,4161.16,866.91,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Cnidaria
2011003HB,528400,3900,HB1103,77,771,2,512,1,2080.58,433.45,4,,,,,,,,,,,,,,,72633,6B3Z,118.121,1,Z,0.3141,1287,1,N,Manual Load Prgm.,70101,BON/CTD,41:00.0,7/21/2011 15:41,40.8833,-70.7033,SNE,SNE,24,1090,21,21,OBL,OT,48,55,70,28.45,59.26,,,506,,,,Foraminifera
2011003HB,528405,101,HB1103,78,781,2,256,210,260332.6,16476.75,1,13,0,0,3,10,45,139,0,0,0,0,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Calanus finmarchicus
2011003HB,528409,102,HB1103,78,781,2,256,124,153720.2,9729.13,3,111,0,0,0,0,0,13,0,0,0,0,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Pseudocalanus minutus
2011003HB,528406,103,HB1103,78,781,2,256,10,12396.79,784.61,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Centropages typicus
2011003HB,528408,105,HB1103,78,781,2,256,142,176034.42,11141.42,2,28,0,0,0,1,55,58,0,0,0,0,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Metridia lucens
2011003HB,528416,138,HB1103,78,781,2,256,11,13636.47,863.07,4,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Oithona
2011003HB,528407,157,HB1103,78,781,2,256,15,18595.19,1176.91,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Clausocalanus arcuicornis
2011003HB,528413,200,HB1103,78,781,2,256,1,1239.68,78.46,5,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Chaetognatha
2011003HB,528418,300,HB1103,78,781,2,256,2,2479.36,156.92,5,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Thecosomata
2011003HB,528414,457,HB1103,78,781,2,256,3,3719.04,235.38,5,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Hyperiidea
2011003HB,528412,1000,HB1103,78,781,2,256,1,1239.68,78.46,5,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Brachyura
2011003HB,528410,3500,HB1103,78,781,2,256,1,1239.68,78.46,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Osteichthyes
2011003HB,528411,4027,HB1103,78,781,2,256,1,1239.68,78.46,4,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Acartia
2011003HB,528417,4057,HB1103,78,781,2,256,8,9917.43,627.69,4,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Pleuromamma
2011003HB,528419,4066,HB1103,78,781,2,256,1,1239.68,78.46,4,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Scolecithricidae
2011003HB,528415,4108,HB1103,78,781,2,256,2,2479.36,156.92,4,,,,,,,,,,,,,,,72634,6B3Z,326.278,1,Z,0.3141,3555,1,N,Manual Load Prgm.,70103,BON/CTD,31:00.0,7/21/2011 22:31,40.07,-70.0933,SNE,SNE,22,1110,18,18,OBL,OT,158,164,70,33.9,21.45,,,532,,,,Neocalanus
2011003HB,528459,2,HB1103,79,791,2,64,1,240.96,12.11,8,,,,,,,,,,,,,,,72637,6B3Z,528.561,1,Z,0.3141,5759,1,N,Manual Load Prgm.,70105,BON/CTD,52:00.0,7/22/2011 8:52,39.7067,-69.585,SNE,SNE,61,,18,18,OBL,OT,199,1975,20,7.53,3.78,3.76,1.89,608,1,,,UNIDENTIFIED PLANKTON AND FRAGMENTS
2011003HB,528441,100,HB1103,79,791,2,64,16,3855.3,193.73,5,,,,,,,,,,,,,,,72637,6B3Z,528.561,1,Z,0.3141,5759,1,N,Manual Load Prgm.,70105,BON/CTD,52:00.0,7/22/2011 8:52,39.7067,-69.585,SNE,SNE,61,,18,18,OBL,OT,199,1975,20,7.53,3.78,3.76,1.89,608,1,,,Copepoda
2011003HB,528425,102,HB1103,79,791,2,64,2,481.91,24.22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72637,6B3Z,528.561,1,Z,0.3141,5759,1,N,Manual Load Prgm.,70105,BON/CTD,52:00.0,7/22/2011 8:52,39.7067,-69.585,SNE,SNE,61,,18,18,OBL,OT,199,1975,20,7.53,3.78,3.76,1.89,608,1,,,Pseudocalanus minutus
2011003HB,528421,103,HB1103,79,791,2,64,53,12770.67,641.74,2,39,0,0,0,0,2,12,0,0,0,0,0,0,0,72637,6B3Z,528.561,1,Z,0.3141,5759,1,N,Manual Load Prgm.,70105,BON/CTD,52:00.0,7/22/2011 8:52,39.7067,-69.585,SNE,SNE,61,,18,18,OBL,OT,199,1975,20,7.53,3.78,3.76,1.89,608,1,,,Centropages typicus
2011003HB,528423,105,HB1103,79,791,2,64,56,13493.54,678.07,3,11,0,0,0,0,23,22,0,0,0,0,0,0,0,72637,6B3Z,528.561,1,Z,0.3141,5759,1,N,Manual Load Prgm.,70105,BON/CTD,52:00.0,7/22/2011 8:52,39.7067,-69.585,SNE,SNE,61,,18,18,OBL,OT,199,1975,20,7.53,3.78,3.76,1.89,608,1,,,Metridia lucens
